Company Name,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year,Reserves and funds,Retained profits/losses during the year,Paid up equity capital (net of forfeited equity capital),Total income,Net working capital,Total expenses,Operating expenses of non-finance cos,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Market Capitalisation,Net cash inflow or (outflow) from investing activities,Net cash flow from operating activities,Year
Adani Enterprises Ltd.,98920.8,2339,1099.8,57664,2966.4,55588.5,52002.8,142148.9,142148.9,30167,3617.2,52748.5,2538269.5,-7245.6,2015.9,3/31/2012,102569.6,3648.8,1099.8,128330.6,-29241.9,123972.9,117142.6,203514.8,203514.8,80523.3,5450.2,118867.7,2481155.44,-29673.2,-438.3,3/31/2013,99242.9,-3326.7,1099.8,130196.4,-51745.5,135031.2,122481.1,226898.1,226898.1,102502.4,-1525.3,117864.4,2528750.49,-10514.2,3870.3,3/31/2014,101680.8,2477,1099.8,164346.7,-39519.3,155170.2,139073,227683.2,227683.2,95982.5,4330.2,149154,2509313.47,18632.1,-1567.6,3/31/2015,34351,3220.8,1099.8,91868.4,-39293.7,86153,76031.5,146196.5,146196.5,83521.3,5201.1,81472.5,2372855.33,11301.1,-7042.3,3/31/2016,36572,2216.4,1099.8,92821.9,-38524.2,90908.8,71398.6,149120.4,149120.4,89788.9,2216.4,77766,2504012.46,6456.9,-1561.3,3/31/2017,37984.1,1440.8,1099.8,118616.3,-34663.7,123946.6,95578.8,156731.6,156731.6,98202.6,1970.3,95303.2,2490104.45,1716.4,9861.2,3/31/2018,31388.3,4342.1,1099.8,159432.3,-23838.2,160612.6,147871.3,149479.4,149479.4,104142.6,4872.4,153412.9,2374451.33,23967.7,19079.6,3/31/2019,36510.2,5132.6,1099.8,169344.4,-20386.4,158592.8,147097.5,140921.7,140921.7,90204,6988.9,162078,2389499.35,912.7,6013.8,3/31/2020,40180.1,3688.1,1099.8,137509.4,-27880.4,129481,118485.2,131878,131878,74674.5,3688.1,133454.7,2374850.34,-13175.5,15572.6,3/31/2021
Adani Green Energy Ltd.,,,,,,,,,,,,,2897591.41,,,,,,,,,,,,,,,,2853634.51,,,,,,,,,,,,,,,,2871930.08,,,,,,,,,,,,,,,,2781165.02,,,,-8.9,-8.9,1600,,-780.1,8.9,1.3,2760.1,2760.1,819.3,-8.9,,2851496.07,-2244.4,1,3/31/2016,-501.5,-493,12739,177.5,-1066.5,670.5,300.7,17810,17810,1418.2,-493,99.1,2830190.83,-15410.7,-237.4,3/31/2017,-1201.2,-462.2,15640.2,17860.8,-5824.7,18323,16973.4,53267.9,53267.9,16151.9,-462.2,17187.6,2784174.68,-22424.6,-6628.3,3/31/2018,-1552,-349.8,15640.1,6252.1,-3733.8,9095.2,6030.4,54117,54117,15080.3,-349.8,3583.3,2708378.73,1848.3,5343.1,3/31/2019,-1250,1340,15640,15800,-6990,16110,14530,63950,63950,29800,1340,12470,2714714.86,-8960,14900,3/31/2020,1570,3640,15640,31280,-39310,47780,44580,142980,142980,96580,3640,24730,2763265.46,-22740,-7180,3/31/2021
Adani Ports & Special Economic Zone Ltd.,48179.5,9444.2,4006.8,25221.5,-18052.8,13448.9,7197.1,131780.4,131780.4,27905.3,11772.6,23084.5,1550798.81,-38191.7,12874.4,3/31/2012,63004.8,15197.9,4006.8,35642.9,11946,18101.1,8713,182567.4,182567.4,29717.9,17541.8,29804.9,1538863.9,-24458.6,13698.4,3/31/2013,89190.7,17661.9,4140.1,50322.9,17567.3,30161.2,15518.8,209058.3,209058.3,18705.6,20161.7,41138.6,1553439.27,-23136.3,16016.1,3/31/2014,107863.4,19090.7,4140.1,47401.5,-7729.2,25570.1,12268.2,258085.5,258085.5,43475.1,21831.4,38140.1,1534427.91,-35564.8,19903.1,3/31/2015,129857.4,24162.5,4141.9,58672.4,-23733.9,29027.4,11635.9,320566.6,320566.6,64900.9,29645,46373.3,1468733.11,-29537.3,17129.6,3/31/2016,162847.8,31006.1,4141.9,63638.6,24721,32632.5,12146.2,403126.8,403126.8,54793.8,31006.1,47038.1,1488589.42,-58408.3,23125.1,3/31/2017,177031.9,20840.7,4141.9,81411.4,56188.2,57330.4,19457.3,421856.9,421856.9,30819.9,24081,61964.6,1486265.8,-5500.4,24112.5,3/31/2018,199116,22235.3,4141.9,77346.6,17037.3,50969.4,14903,489946.5,489946.5,83783.7,26377.2,52674.6,1435463.23,-24031.2,32144.1,3/31/2019,192922.9,12426.7,4063.5,76729.2,31724.9,57386.7,15749.5,530614.1,530614.1,66074.8,19342.5,46251,1413072.07,-313.5,31699.5,3/31/2020,212284,19279.3,4063.5,73619.4,25728.3,54340.1,14900.6,598621.7,598621.7,51593.7,19279.3,43802,1401982.11,-79666,30418,3/31/2021
Adani Power Ltd.,38487.5,-2939.2,21800.4,41942.7,-85305.2,44881.9,25444.5,361185,361185,107141.3,-2939.2,39512.7,1123140.62,-90472.5,5407.8,3/31/2012,22565,-19520.3,23932.7,69196.8,-84951.2,88717.1,54025.1,379833.9,379833.9,113482.4,-19520.3,63401.3,1097299.13,,,3/31/2013,49152.4,5952.6,28719.2,114738.3,-91759.5,108785.7,72607.9,409611.4,409611.4,127541.2,5952.6,100262.9,1110798.42,-308.9,33858.9,3/31/2014,48442.3,-686.3,28719.2,115136.4,-85323.1,115822.7,81310.3,405061.5,405061.5,136452.7,-686.3,106291.4,1079942.9,-25753.8,23932.8,3/31/2015,56902.6,965.4,33339.4,133989.6,-114140.7,133024.2,93348.6,488525.9,488525.9,185366.4,965.4,127069.9,1026331.45,-32360.9,18693.3,3/31/2016,8163.8,-60543.4,38569.4,116033.3,-129539.4,176576.7,96036.5,448802,448802,165333.8,-60543.4,108738.1,1029031.31,-5547.9,6594.3,3/31/2017,56821.9,-237.7,38569.4,100887.1,-72875.8,101810.1,73007.9,199040.8,199040.8,78660.5,-237.7,81240.7,1048894.55,-35650.4,-3325.3,3/31/2018,52708.9,-2252.3,38569.4,34716.3,-33395.2,36265.2,23353.5,291139.1,291139.1,33720.6,-2252.3,24062,999911.42,-82854.3,-1671.3,3/31/2019,33184.4,-13405.6,38569.4,19201.1,-30355,32606.7,10179.9,227059.2,227059.2,34190.9,-13405.6,10065.7,1009746.61,68156.8,946.6,3/31/2020,24404.8,-4987.4,38569.4,5875.3,-53508.9,10862.7,4086.8,244713.3,244713.3,61644.1,-4987.4,4482.9,959413.56,3901,-2881.7,3/31/2021
Adani Total Gas Ltd.,1290.8,410.6,2567.4,10497.2,206.8,10103.9,9250.7,10659.6,10659.6,1296.1,410.6,10449.7,2751284.9,-1128.1,1056.9,3/31/2012,1853.7,562.9,2567.4,14118.5,-636,13586.9,12436.4,11976.7,11976.7,2284.4,562.9,14086.4,2692225.1,-1279.2,1540.4,3/31/2013,2330.8,477.1,2567.4,16316,-150.7,15891.1,14634.1,11904.7,11904.7,1642.1,477.1,16292.7,2749745.17,-437.7,1597.9,3/31/2014,3281.9,960.7,2567.4,14292.8,98,13273.7,11871.8,12579.8,12579.8,1764.5,960.7,14237.8,2633550.23,-383.8,2280.6,3/31/2015,3572.4,289.4,2567.4,12331.6,-3631.7,11520.3,9437.1,14363.4,14363.4,4608.7,814.8,12093,2570641.1,-4127.3,2695.6,3/31/2016,4581.1,1011.9,2567.4,12029.8,-2141.3,11013.8,8833.3,16631.6,16631.6,3322.7,1011.9,11667.1,2612873.8,-3032.5,2787.6,3/31/2017,7689.4,1645.8,2567.4,15381,-872,13728.8,10898.7,28148.6,28148.6,3647.9,1645.8,14578.4,2587853.13,-9876.5,2768.6,3/31/2018,10015,2287.1,1099.8,19101.7,-1852.8,16760.2,13621.4,20698.5,20698.5,4931.2,2287.1,18242.2,2614908.45,7910.1,3561,3/31/2019,13703.4,3699.5,1099.8,20356.9,-3712.9,15991.1,13958.8,24977.5,24977.5,5919.7,4362.4,19909,2360467.39,-4609.9,4924,3/31/2020,18424.4,4719.5,1099.8,18292.6,-6046.5,13583.9,10915.7,32395.9,32395.9,8086.9,4719.5,17844.9,2187082.33,-7705,6535,3/31/2021
Adani Transmission Ltd.,,,,,,,,,,,,,2286592.68,,,,,,,,,,,,,,,,2330431.54,,,,,,0.5,,0.5,,,0.5,0.5,,,,2358095.76,,,3/31/2014,-179.4,-179.4,10900,238.3,-26056.2,417.7,225.9,37111.1,37111.1,26319.7,-179.4,229.2,2277557.19,-36825.2,-114.8,3/31/2015,11490.5,-565.4,10998.1,4213.8,-25849.7,4779.2,2083.1,76205.7,76205.7,26764,-565.4,2744.6,2294735.77,-37469.8,574.5,3/31/2016,10211.8,38.5,10998.1,16083,-11054.7,16044.5,7846.3,107803.7,107803.7,16563.1,38.5,8103.6,2294568.45,-23108.8,-149.1,3/31/2017,9043.3,-246.3,10998.1,16103.3,-7572,16349.6,8405.3,122477.1,122477.1,19033.6,-246.3,8352.9,2288823.66,-2461.1,495.5,3/31/2018,6505.2,424,10998.1,16314.5,-19068,15890.5,8425.6,128235.5,128235.5,23386.2,424,8328.3,2372764.49,-2665,231.2,3/31/2019,4312.1,55.4,10998.1,16536.9,9590.2,16481.5,8693.5,129563.6,129563.6,7818.9,55.4,8577.9,2261326.77,19710.8,-173.5,3/31/2020,1571,-212.1,10998.1,14347.2,-8707.6,14559.3,7654,122071.6,122071.6,11836.4,-212.1,7552.3,2295628.17,1906.9,-220,3/31/2021
Aditya Birla Capital Ltd.,-123.3,-38,1100,5,3.1,43,38.2,6955.6,6955.6,13.9,-38,,249374.25,-526,-39,3/31/2012,-114.7,8.6,1100,31.3,19.5,22.7,13.3,9757.9,9757.9,7.6,8.6,,248166.05,-2828,28.4,3/31/2013,-658.6,-543.9,7170.1,34.9,20.4,578.8,16.8,15290.1,15290.1,13.4,-543.9,,247803.58,-6073.4,2.9,3/31/2014,2455.7,-485.6,7570.1,56.1,14.5,541.7,94.2,21918.9,21918.9,313.5,-485.6,,243091.57,-6704.4,-53.7,3/31/2015,5961,-4.8,7960.1,80.7,47.7,85.5,60.9,31487.6,31487.6,166.1,-4.8,,229931.37,-9509.1,-212.7,3/31/2016,33786.6,42.4,12322.4,1063.9,-4583.5,1021.5,1005.6,51578.5,51578.5,5305.8,42.4,,229448.07,-19735.5,29.7,3/31/2017,50102.6,361.7,22010.4,2638.3,-6903.3,2276.6,1976.4,80846.6,80846.6,951.4,361.7,,232710.37,-8672.6,569.7,3/31/2018,50936,-96,22014,2889.3,-14418.7,2985.3,1696.1,89067.1,89067.1,681.8,-96,1.3,222802.66,-6657.6,-87.8,3/31/2019,70429.6,298.5,24137.6,2913,65.4,2614.5,1478.5,96291.1,96291.1,670.9,298.5,5,220023.66,-6579.6,807.6,3/31/2020,71343.1,730.3,24152.8,1917.3,-51.1,1187,1088.3,97423.8,97423.8,786.1,730.3,4.6,210720.08,790.4,-830.8,3/31/2021
Aditya Birla Fashion & Retail Ltd.,2,10.8,5,188.2,-3.5,176.1,168.9,37.9,37.9,25.8,12.2,174.3,247963.55,,0.2,3/31/2012,-777.9,-688.9,5,13483.6,-4319.7,13939.1,11814.4,28822.8,28822.8,15890.6,-688.9,12731.9,240972.71,-8202.1,27,3/31/2013,4861.7,-1877.3,927.9,16663.4,-1087.3,18915.7,16519.7,21532.3,21532.3,5102.9,-1877.3,16548.2,243177.88,6813.2,701.3,3/31/2014,2522.7,-2281.4,927.9,18535.1,-3473.7,21460.7,18277.1,21424.5,21424.5,7987.1,-2281.4,18324.5,242849.45,-1087.8,-359.1,3/31/2015,1328.7,-1097.5,7688.4,60629.2,-10347.6,64122.6,58609.5,45842.6,45842.6,28803.4,-1097.5,60249,231448.29,-1858.9,3108.7,3/31/2016,1848.9,535,7705.3,66711.3,-5360.5,66150.2,61424.3,50492.3,50492.3,25704.8,535,66255.5,229008.53,-4456.2,4251.9,3/31/2017,3195.6,1177.9,7716.9,72142.2,-7265.6,73425,69019.7,57560.4,57560.4,31850.5,1177.9,71814.1,225020.47,-3252,5951.2,3/31/2018,6553,3212.2,7734.8,81825,-9782,80897.8,77429.3,66354.1,66354.1,40908,3212.2,81177.2,214698.43,-2765.5,5276.1,3/31/2019,3119,-1451.9,7739.5,88076.2,-18536,93116,78149.4,97135.8,97135.8,57003.2,-1451.9,87425.3,216105.98,-5741.3,6616.8,3/31/2020,17695.1,-6496.4,9150.5,52537.8,-8095.6,52938.6,39271.5,100643,100643,41475,-6496.4,51811.4,212399.43,-9846.2,11502.7,3/31/2021
Advanced Enzyme Technologies Ltd.,602.8,183.5,207.3,1224.7,-151.5,1055.6,914.7,1920.9,1920.9,702.9,207.6,1193.4,32832,-395.1,253.7,3/31/2012,1088.4,196,217.7,1522.8,125.6,1372.9,1162.9,2353.8,2353.8,642.7,234.2,1506.1,32859.95,-277.6,178.6,3/31/2013,1162.3,73.8,217.7,1352.2,114,1331.1,1095.3,2286.3,2286.3,602.7,86.1,1335.3,33732.04,-55.6,127.8,3/31/2014,1341.1,180.8,217.7,1346.2,216.5,1164.6,982.7,2232.6,2232.6,468.6,192.9,1335.2,33312.77,-66.9,335,3/31/2015,1524.2,183.1,217.7,1495.2,229.5,1343.4,1161.4,2615.7,2615.7,551.4,208.9,1485.3,32518.94,-265.3,223.3,3/31/2016,2329,345.7,223.3,1914,467.9,1597.7,1385.4,3319,3319,443,345.7,1837.8,32580.44,-548.5,210.5,3/31/2017,2665.6,311.8,223.3,2209.3,259.7,1846.4,1643.9,3857.5,3857.5,700.7,358.9,2153,32138.8,-220.4,225.9,3/31/2018,2971.4,290.9,223.3,2277.1,534.1,1870.8,1636.5,3863.6,3863.6,450.7,352.3,2220.9,31249.94,-19.1,353.8,3/31/2019,3481.5,502.7,223.4,2563.6,843.4,2040.8,1749.6,4267.8,4267.8,357,579.6,2473.5,30472.88,-249.4,459.9,3/31/2020,4131,643.1,223.5,2903.1,1151.5,2180.3,1809.6,4908.2,4908.2,412.7,710.1,2834.8,29835.58,-699,841.8,3/31/2021
Aegis Logistics Ltd.,2642.3,333,334,3051.9,475.8,2638.4,2239,4586.5,4586.5,903.1,410.6,2835,78518.7,-421,351.1,3/31/2012,2896.3,254,334,4028,-89.6,3674.4,3271.6,5467.5,5467.5,1109.8,400.7,3830.7,76149.45,-908.5,473.9,3/31/2013,2885.4,-11.1,334,3798.7,-997,3636,3194.6,6028.3,6028.3,1588.5,194.1,3700.3,78027.3,-965.3,326.4,3/31/2014,3709.1,843.4,334,4410,-138.6,3289,2742.1,6000.9,6000.9,1124.5,1093.9,3443.2,80115.75,1248.9,351,3/31/2015,3886.1,176.9,334,3683.5,-594.8,3080.6,2583.8,6102.2,6102.2,1125,538.7,3573.5,77799.15,-195.8,675.4,3/31/2016,6654.9,395.5,334,4141.2,-1192.3,3575.4,2959.4,11440.7,11440.7,3026.5,663.1,3885.9,78202.8,-1201.8,654.3,3/31/2017,7353.2,703.7,334,5311.2,-1945.9,4320.1,3914.4,12641.1,12641.1,3561.5,1009.2,5012.5,80572.05,-947.7,641.8,3/31/2018,7768.6,416,334,7281.7,-1585,6485.4,5599.2,12636.6,12636.6,2985.7,886.2,7070.6,74973.6,-561.3,1610.1,3/31/2019,9713,-228.6,339.7,9262.4,-1769.9,8996.4,8533.7,17661,17661,3544.8,246.9,8597.1,75043.8,-509,1868.3,3/31/2020,11845.4,1145.3,351,7874.9,-2022.9,6461.4,5530.3,21335.8,21335.8,4125.9,1559.7,7049,70691.4,-3526.5,2408.2,3/31/2021
Affle (India) Ltd.,-84.8,-50.9,83.3,37.1,51.3,88,80.8,79.1,79.1,23.4,-50.9,35.8,132778.02,,,3/31/2012,-99.1,-14.3,99.7,76.8,31.5,91.1,85,104.1,104.1,45,-14.3,73.1,132851.31,,,3/31/2013,-101.1,-2,105.3,148.4,46,150.4,117.8,144.1,144.1,84.4,-2,145.2,135016.64,3.4,1.8,3/31/2014,-78.3,22.8,158.2,394.6,70.1,371.8,357.5,291.8,291.8,208.1,22.8,393.3,133477.59,5.1,4.3,3/31/2015,-29,49.2,158.2,752.6,48.5,703.4,687,434.6,434.6,257,49.2,724.3,130825.89,-78,58.2,3/31/2016,-32.6,6.1,242.9,672.1,60.3,666,602.9,520.9,520.9,296.2,6.1,662,129153.59,-57,58.3,3/31/2017,58.8,88.3,242.9,848.8,171.7,760.5,657.8,665,665,340,88.3,845.2,136209.23,-14.1,174.1,3/31/2018,219.8,166.8,242.9,1231.6,82.3,1064.8,939.2,1072.7,1072.7,577.3,166.8,1212.1,132018.49,-222.8,175.3,3/31/2019,1395.5,328.9,255,1887.9,854.9,1559,1357,2780.4,2780.4,976,328.9,1822.3,127601.22,-684.1,320.1,3/31/2020,1677,282.3,255,2731.7,512.2,2449.4,2254.3,3386.5,3386.5,993.8,282.3,2667.3,123963.46,-516,152.6,3/31/2021
Ajanta Pharma Ltd.,2600.4,562.9,117.1,6137,544.8,5802,5122.1,6188.6,6188.6,2454.6,664.9,6123.7,147356.74,-502,388.5,3/31/2012,3444.8,839.5,117.1,8526.5,915.1,7629.4,6464.7,6760.5,6760.5,2177.7,1011.2,8452.4,147971.74,-984.5,2056.6,3/31/2013,5186.5,1797,175.8,11358.4,1617.7,9078.4,7639.6,8800,8800,2639.6,2208.6,11175.7,151486.64,-1755.7,1897.1,3/31/2014,7686.5,2498.2,175.9,14046.2,2973,10870.7,8843.3,10875.3,10875.3,2448.3,3083.3,13678.5,153297.48,-1456.3,2629.2,3/31/2015,11140.1,2873.1,176,16635,4181.2,12825.6,10815,14310.9,14310.9,2531.3,4219.5,15736,151367.06,-1393.9,2766.7,3/31/2016,14862.5,3709,176,18896.6,5146.6,13825.6,11433.8,17654.2,17654.2,2171.4,4998.1,18227.1,152366.43,-3396.5,5369,3/31/2017,19138.1,4275.2,176,19063.5,7150.2,15279.8,13244.2,23186.5,23186.5,3059.9,4275.2,18304.5,151999.14,-2011.2,2191.6,3/31/2018,21245.4,3121.7,174.5,18748.1,6793.1,15504.3,13500.8,27990,27990,4324.7,3917.6,17726.2,154258.42,-1368.8,3118.2,3/31/2019,24437.6,3252.1,174.5,23806.2,8823.5,19304.7,16317.7,33506.3,33506.3,6269,4411.3,21964.2,154100.39,-1159.1,3008.8,3/31/2020,28675.9,5927.4,173,28305.4,12288.2,22295,18517.3,39503.3,39503.3,7198.5,6756.4,27185.9,153844.14,-1626.8,4669.9,3/31/2021
Akzo Nobel India Ltd.,13931,903,368,22756,9296,21439,20476,22500,22500,6966,2018,21536,81089.08,-267,1460,3/31/2012,10586,-2175,467,26138,3424,23833,22701,23501,23501,11299,2192,24732,81366.88,331,2080,3/31/2013,8011,-2592,467,27407,2404,26076,25016,20859,20859,11134,1502,26840,81196.1,2505,1708,3/31/2014,8733,743,467,28683,3041,26989,25560,18491,18491,8068,1863,27916,81150.56,2387,1566,3/31/2015,11158,1022,467,30031,6109,27832,26193,30339,30339,17453,2142,29347,81640.12,-1572,2632,3/31/2016,9622,-1461,467,36287,4159,33983,29728,30149,30149,18735,2470,32761,80535.77,2232,1433,3/31/2017,12435,2770,467,37537,6214,33286,28658,35320,35320,21214,4006,31932,79991.56,-56,1807,3/31/2018,10900,902,456,35091,5056,33125,31175,34948,34948,22278,2110,34594,78878.1,1822,1410,3/31/2019,11918,1056,455,33091,6200,30976,29144,38188,38188,9812,2374,32655,77678.11,44,3746,3/31/2020,12421,528,455,30263,6380,28359,26702,40870,40870,11214,2076,30019,79504.28,-2247,2827,3/31/2021
Alembic Pharmaceuticals Ltd.,3231.6,898.7,377,13961.7,579.4,13400.7,12296.3,10633.9,10633.9,5609.7,1205.4,13802.9,142085.65,-564,1254.2,3/31/2012,4220.6,1023,377,15151.3,1484.2,13363.5,12335.6,11076,11076,5280.3,1574.4,15013.9,144188.88,-670.1,2747.8,3/31/2013,5920,1721.3,377,18559.4,2347.1,16583,15235.6,13402,13402,5998.5,2382.9,18514.9,143903.86,-1110.3,2631.2,3/31/2014,7958.6,2072,377,20396.7,2367.1,18259.5,16979.7,15336,15336,6113.6,2866.1,20340.4,143913.69,-1985.1,1802.3,3/31/2015,14930.5,6193.3,377,30528.4,7424.9,24500.4,21633.8,22139.3,22139.3,5755.8,6987.4,30090.2,141495.96,-2927.5,8475.2,3/31/2016,18296.2,3398.7,377,29891.8,5485.3,26064.5,24100.2,25653.9,25653.9,5486.4,4306.3,29860.6,143009.5,-5132.5,3271.7,3/31/2017,21569.3,3312.3,377,29860.9,4746.7,26002.8,23950.3,37536.9,37536.9,9001.4,4219.9,29455.2,144847.37,-7932.3,3045.4,3/31/2018,26747.1,5203,377,36898.7,3927.1,31590.8,29067,46467.7,46467.7,12428.8,6112.1,36606.8,142645.86,-7711.2,8088,3/31/2019,33083.1,6434.3,377,42791.3,4850.7,34862.4,31454.1,59954.8,59954.8,14557.2,9694,41329.5,141387.86,-8223.4,5397.5,3/31/2020,52149.2,11753.9,393.1,51349.6,9375.5,41166.9,37427.3,69213.3,69213.3,11258.2,11753.9,50518.3,139441.88,-9256.3,14852.9,3/31/2021
Alkem Laboratories Ltd.,18935.7,3976.9,119.6,21436.7,-228.2,17768.9,16626,31948.4,31948.4,10914.5,4254.8,20103.3,375613.45,-7233.1,1069.4,3/31/2012,23619.1,4683.4,119.6,25772.9,-1143.4,22044.8,20679.6,40616.2,40616.2,15136.3,4961.3,24089.7,377992.79,-4379,1254.6,3/31/2013,27780.5,4161.4,119.6,29523.7,-405.4,25609,24204.7,42652.5,42652.5,13155.6,4441.1,27815.2,375159.1,1190.9,2643.8,3/31/2014,30806.9,3110.1,239.1,34362,945.2,30801.3,28790.5,48985.9,48985.9,16116.4,3676.9,32102.5,375398.23,-2598.7,2415.5,3/31/2015,35755.9,5174.4,239.1,42023.2,3109.4,35361.9,32310.5,49919.7,49919.7,11772.9,7001.9,39387.1,370400.41,3108.1,6298.2,3/31/2016,43687.4,7968.2,239.1,47850.5,7241.6,41138.1,40007.1,60976.2,60976.2,14438.4,8831.6,46665.4,368003.14,-3619,4990.6,3/31/2017,48614.5,4999.8,239.1,53819.2,6846.4,47575,43710.4,70256.1,70256.1,18097.5,7158.4,52814.7,371422.69,-2731.1,3182.6,3/31/2018,54413,5840.3,239.1,59102.1,9245.3,50238.1,46982.3,75252.9,75252.9,17039.7,7998.4,58429.9,363722.71,-3130.6,7450.9,3/31/2019,62565.3,8325.1,239.1,69889.7,5759.7,57582.4,54162.4,93323.8,93323.8,26195.5,12644.2,68619.8,370376.5,-9951.7,6817.8,3/31/2020,76018.4,13503,239.1,76653.3,19388.3,62815.4,58284.6,110030.2,110030.2,29511.5,16850.8,74759.6,372576.5,-11209.9,13244.8,3/31/2021
Alkyl Amines Chemicals Ltd.,786.8,124.2,102,3112.5,148.8,2917.6,2580.3,2934.6,2934.6,1194.9,171.6,3083.5,135329.22,-191,356.3,3/31/2012,966.4,179.6,102,3972.1,301.6,3795.6,3439.5,3621.7,3621.7,1600.1,239.3,3958.8,133888.97,-274.2,224.8,3/31/2013,1299.8,333.3,102,4843.8,458.4,4426.3,3965.9,4277.6,4277.6,1792.9,428.8,4808.7,137497.24,-258.7,459.5,3/31/2014,1646.1,356,102,5194.4,415.2,4676.6,4232.1,4270,4270,1482.6,454.2,5162.9,135168.34,-307.8,606.6,3/31/2015,1892.6,253,102,5263,483,4858,4374.2,4442.5,4442.5,1458.9,498.5,5232.9,131708.18,-330.5,992,3/31/2016,2353.6,503.6,102,5429.2,582.9,4917,4449.6,5700.2,5700.2,1605.7,503.6,5417.8,137073.34,-648.7,634.8,3/31/2017,2869.3,520.1,102,6279.7,387.1,5532.7,4961.9,7154.4,7154.4,1795.6,642.9,6248.2,137469.15,-1321.7,1015.9,3/31/2018,3547.7,665.2,102,8503.5,428.4,7874.9,7023.4,8639,8639,2477.9,837.4,8464.1,135806.74,-667.8,1442.1,3/31/2019,5263.9,1710.2,102,10327.5,1396.1,8092,7273.2,9189.4,9189.4,1538,2152.8,9928.9,133669.32,-406.8,1885.7,3/31/2020,7821.2,2545.3,102.1,12494,2326.7,9648.8,8229.1,13597.4,13597.4,2817.8,2953.4,12424.4,133602.91,-2126.7,3640.3,3/31/2021
