,Year,Company,Paid up equity capital (net of forfeited equity capital),Reserves and funds,Total income,Total expenses,Total liabilities,Total assets,Current liabilities & provisions,Profit after tax,Sales,Net cash flow from operating activities,Net cash inflow or (outflow) from investing activities,Equity,Retained profits/losses during the year,Net working capital,Market Capitalisation,Operating expenses of non-finance cos
3430,3/31/2013,Relaxo Footwears Ltd.,6.0,208.43,1017.68,1006.56,595.74,595.74,189.77,44.81,1016.58,54.02,-83.43,214.43,42.0,12.68,24509.26,940.28
3431,3/31/2014,Relaxo Footwears Ltd.,6.0,270.56,1228.18,1156.07,666.69,666.69,231.73,65.64,1225.39,124.88,-68.47,276.56,62.13,14.63,24276.51,1071.24
3432,3/31/2015,Relaxo Footwears Ltd.,6.0,361.81,1500.38,1470.32,854.33,854.33,295.13,103.05,1499.44,107.48,-129.82,367.81,95.83,53.24,24262.82,1371.35
3433,3/31/2016,Relaxo Footwears Ltd.,12.0,467.98,1740.95,1654.3,1014.81,1014.81,362.86,120.28,1733.23,159.43,-130.28,479.98,111.61,47.36,24610.07,1525.31
3434,3/31/2017,Relaxo Footwears Ltd.,12.01,594.36,1665.75,1540.88,1093.01,1093.01,361.57,119.95,1651.97,180.2,-89.44,606.37,111.28,88.75,24021.36,1406.32
3435,3/31/2018,Relaxo Footwears Ltd.,12.03,749.18,1953.03,1805.16,1273.3,1273.3,417.29,161.07,1948.57,154.25,-108.37,761.2099999999999,146.61,88.32,23771.19,1657.83
3436,3/31/2019,Relaxo Footwears Ltd.,12.4,1092.67,2305.06,2187.43,1637.42,1637.42,465.89,175.44,2292.08,123.47,-56.48,1105.0700000000002,153.68,163.09,23567.07,2019.22
3437,3/31/2020,Relaxo Footwears Ltd.,24.82,1247.58,2419.53,2246.82,1901.23,1901.23,418.18,226.25,2410.48,318.9,-115.67,1272.3999999999999,161.93,231.55,24056.21,2049.56
3438,3/31/2021,Relaxo Footwears Ltd.,24.84,1547.57,2381.92,2046.21,2236.4,2236.4,454.1,291.56,2359.15,513.12,-453.16,1572.4099999999999,291.56,513.01,24565.27,1814.66
3439,3/31/2012,Reliance Industries Ltd.,3271.0,162825.0,345984.0,326816.0,295225.0,295225.0,68888.0,20040.0,339792.0,23848.0,80.0,166096.0,17099.0,57404.0,1893531.08,306839.0
3440,3/31/2013,Reliance Industries Ltd.,3229.0,176766.0,379190.0,361504.0,318611.0,318611.0,83286.0,21003.0,371119.0,25449.0,-7251.0,179995.0,17928.0,54068.0,1836290.78,343674.0
3441,3/31/2014,Reliance Industries Ltd.,3232.0,193842.0,410349.0,387953.0,367744.0,367744.0,95566.0,21984.0,401302.0,38249.0,-60102.0,197074.0,18716.0,28593.0,1801648.89,370042.0
3442,3/31/2015,Reliance Industries Ltd.,3236.0,212923.0,349552.0,324873.0,398064.0,398064.0,91301.0,22736.0,340814.0,35285.0,-55998.0,216159.0,19160.0,14610.0,1777663.44,306983.73
3443,3/31/2016,Reliance Industries Ltd.,3240.0,250750.0,259062.0,227507.0,482112.0,482112.0,125033.0,27384.0,251241.0,43447.0,-41223.0,253990.0,20125.0,-42360.0,1756655.03,207434.0
3444,3/31/2017,Reliance Industries Ltd.,3251.0,285058.0,273750.0,247164.0,547552.0,547552.0,152826.0,31425.0,265041.0,51450.0,-54949.0,288309.0,31425.0,-56760.0,1731553.19,226310.0
3445,3/31/2018,Reliance Industries Ltd.,6335.0,308297.0,313592.0,283212.0,618367.0,618367.0,190647.0,33612.0,305335.0,62000.0,-59109.0,314632.0,29696.0,-76232.0,1751918.83,256532.0
3446,3/31/2019,Reliance Industries Ltd.,6339.0,398981.0,410405.0,378536.0,776699.0,776699.0,202021.0,35163.0,400986.0,29191.0,-53949.0,405320.0,30881.0,-80147.0,1720456.96,345730.0
3447,3/31/2020,Reliance Industries Ltd.,6339.0,384875.0,380812.0,349832.0,972119.0,972119.0,330682.0,30903.0,364587.0,77533.0,-143625.0,391214.0,26319.0,-189391.0,1748704.98,312815.0
3448,3/31/2021,Reliance Industries Ltd.,6445.0,428195.0,299386.0,266832.0,879811.0,879811.0,201787.0,31944.0,277750.0,-512.0,74257.0,434640.0,28023.0,-11966.0,1695016.82,245265.0
3449,3/31/2012,Responsive Industries Ltd.,26.69,357.45,1113.78,1065.11,1001.79,1001.79,214.89,48.95,1108.34,27.84,-368.77,384.14,45.85,-14.26,3489.88,982.71
3450,3/31/2013,Responsive Industries Ltd.,26.69,405.81,1560.42,1513.49,1097.48,1097.48,265.42,47.34,1557.8,100.64,-93.92,432.5,44.22,2.92,3449.85,1387.16
3451,3/31/2014,Responsive Industries Ltd.,26.69,454.96,1886.53,1836.83,1297.04,1297.04,420.87,50.79,1871.67,88.24,-118.52,481.65,47.67,-49.15,3232.31,1687.95
3452,3/31/2015,Responsive Industries Ltd.,26.69,517.72,1567.17,1529.87,1167.6,1167.6,298.51,33.19,1545.58,171.79,-26.42,544.4100000000001,29.98,22.19,3182.93,1365.17
3453,3/31/2016,Responsive Industries Ltd.,26.69,556.47,1883.35,1865.57,1238.48,1238.48,435.39,17.84,1871.1,163.85,23.95,583.1600000000001,11.57,91.13,3181.6,1700.5
3454,3/31/2017,Responsive Industries Ltd.,26.69,577.84,1881.66,1863.56,1078.55,1078.55,387.98,19.39,1864.7,77.75,-30.56,604.5300000000001,19.39,72.42,3092.18,1729.52
3455,3/31/2018,Responsive Industries Ltd.,26.69,588.09,1113.33,1121.98,973.23,973.23,335.89,13.08,1097.91,140.31,19.24,614.7800000000001,9.88,86.15,3004.1,1023.88
3456,3/31/2019,Responsive Industries Ltd.,26.69,613.15,643.18,601.06,800.24,800.24,136.15,28.42,628.9,285.44,-158.7,639.84,25.23,3.56,2825.27,507.12
3457,3/31/2020,Responsive Industries Ltd.,26.69,633.0,451.27,423.03,888.19,888.19,209.3,24.72,434.4,59.88,-91.16,659.69,19.9,-26.19,2964.07,340.11
3458,3/31/2021,Responsive Industries Ltd.,26.69,638.48,378.68,399.84,1034.86,1034.86,200.78,6.52,366.86,15.09,-158.03,665.1700000000001,4.65,-15.18,2914.69,341.68
3459,12/31/2014,Restaurant Brands Asia Ltd.,38.75,-5.64,7.98,32.82,54.46,54.46,19.59,-24.84,7.05,-6.0,-31.65,33.11,-24.84,2.35,5029.02,31.66
3460,3/31/2015,Restaurant Brands Asia Ltd.,38.75,-11.15,16.54,22.05,92.73,92.73,10.81,-5.51,16.14,-15.65,-13.12,27.6,-5.51,35.91,5125.21,21.06
3461,3/31/2016,Restaurant Brands Asia Ltd.,118.54,31.65,140.83,179.12,209.35,209.35,32.09,-38.29,138.92,-18.77,-95.34,150.19,-38.29,24.05,5181.94,168.76
3462,3/31/2017,Restaurant Brands Asia Ltd.,265.0,125.15,234.14,291.17,434.35,434.35,42.39,-57.03,230.35,-42.89,-217.47,390.15,-57.03,160.65,5093.15,270.36
3463,3/31/2018,Restaurant Brands Asia Ltd.,265.0,64.37,388.77,451.36,408.05,408.05,74.62,-62.59,378.39,-22.36,17.2,329.37,-62.59,36.49,4992.02,419.7
3464,3/31/2019,Restaurant Brands Asia Ltd.,265.0,-15.35,644.13,682.41,921.86,921.86,115.42,-38.28,632.9,86.55,-113.96,249.65,-38.28,-39.03,5021.62,553.39
3465,3/31/2020,Restaurant Brands Asia Ltd.,277.74,-2.31,846.82,923.39,1199.02,1199.02,158.7,-76.57,841.28,112.71,-230.43,275.43,-76.57,-88.66,5098.08,736.53
3466,3/31/2021,Restaurant Brands Asia Ltd.,382.98,290.48,522.94,696.85,1429.75,1429.75,174.7,-173.91,494.45,28.75,-303.95,673.46,-173.91,194.96,5051.22,479.04
3467,3/31/2012,Rites Ltd.,40.0,967.9,1016.75,838.78,3180.21,3180.21,1965.67,164.49,862.95,529.87,-394.05,1007.9,126.14,466.54,5987.12,674.38
3468,3/31/2013,Rites Ltd.,100.0,1095.0,1168.17,922.88,3326.79,3326.79,1904.81,245.44,978.0,44.42,92.42,1195.0,187.1,575.08,5841.74,787.09
3469,3/31/2014,Rites Ltd.,100.0,1296.6,1319.72,1054.96,3676.19,3676.19,2071.68,263.61,1091.93,347.14,-377.92,1396.6,201.6,657.31,5781.66,882.29
3470,3/31/2015,Rites Ltd.,100.0,1528.07,1258.11,951.26,3616.2,3616.2,1782.01,306.14,1039.0,-96.66,315.19,1628.07,231.63,919.18,5754.03,757.05
3471,3/31/2016,Rites Ltd.,100.0,1777.96,1391.03,1051.59,4316.74,4316.74,2224.78,339.44,1200.48,468.29,-443.2,1877.96,246.77,1260.71,5730.0,837.38
3472,3/31/2017,Rites Ltd.,200.0,1835.33,1634.18,1303.25,4750.25,4750.25,2477.32,330.93,1441.73,530.65,-82.91,2035.33,155.21,1447.09,5605.04,1082.42
3473,3/31/2018,Rites Ltd.,200.0,1999.11,1586.35,1214.28,5205.49,5205.49,2729.84,331.71,1443.87,379.8,-459.72,2199.1099999999997,153.96,1828.08,5483.69,937.01
3474,3/31/2019,Rites Ltd.,200.0,2183.83,2185.34,1836.54,5436.72,5436.72,2853.95,444.65,1977.39,134.07,138.24,2383.83,186.42,1927.48,5474.08,1513.39
3475,3/31/2020,Rites Ltd.,250.0,2326.62,2666.69,1975.53,5886.98,5886.98,3015.79,596.39,2409.66,266.81,77.69,2576.62,199.86,2098.96,5570.2,1683.69
3476,3/31/2021,Rites Ltd.,240.3,2081.63,1951.6,1806.28,5781.52,5781.52,3209.91,424.35,1801.14,468.15,198.88,2321.9300000000003,58.08,1669.54,5576.21,1602.66
3477,3/31/2012,Rossari Biotech Ltd.,4.4,29.03,129.27,125.42,98.04,98.04,47.77,5.03,128.99,11.42150021260776,-3.491821747370777,33.43,4.77,3.6,4863.13,114.5
3478,3/31/2013,Rossari Biotech Ltd.,4.4,31.73,121.93,122.94,103.67,103.67,53.2,3.19,121.54,11.260384587971819,-3.4821035865457395,36.13,2.93,-1.43,4851.02,112.41
3479,3/31/2014,Rossari Biotech Ltd.,4.4,35.1,137.47,137.63,108.12,108.12,58.12,3.62,137.29,6.24,-3.53,39.5,3.36,-1.08,4691.08,127.74
3480,3/31/2015,Rossari Biotech Ltd.,4.4,37.71,169.75,160.21,106.79,106.79,56.64,3.69,169.61,4.28,-2.13,42.11,3.43,3.08,4666.58,150.31
3481,3/31/2016,Rossari Biotech Ltd.,4.4,40.86,194.1,184.15,103.81,103.81,52.02,3.42,193.72,23.24,-4.65,45.26,3.15,4.01,4725.76,174.84
3482,3/31/2017,Rossari Biotech Ltd.,4.4,56.19,258.43,243.35,121.62,121.62,55.95,15.59,257.9,6.93,-6.44,60.589999999999996,15.33,15.95,4662.17,233.83
3483,3/31/2018,Rossari Biotech Ltd.,4.4,85.11,299.61,271.33,159.93,159.93,66.1,28.92,298.68,21.8,-16.21,89.51,28.92,30.97,4587.85,254.34
3484,3/31/2019,Rossari Biotech Ltd.,4.4,115.94,517.18,487.36,281.82,281.82,124.31,45.79,515.92,71.55,-40.11,120.34,35.3,26.27,4401.76,454.24
3485,3/31/2020,Rossari Biotech Ltd.,10.15,273.32,603.72,535.75,521.84,521.84,169.31,65.52,600.09,55.74,-187.25,283.46999999999997,62.87,159.64,4740.91,492.4
3486,3/31/2021,Rossari Biotech Ltd.,10.39,394.06,700.62,628.74,628.29,628.29,166.1,79.1,690.41,52.1,-37.0,404.45,76.56,182.84,4739.53,576.76
3487,3/31/2010,Route Mobile Ltd.,0.05,1.95,13.16,12.41,6.19,6.19,2.27,0.75,13.14,20.403342562388307,-8.199817750671182,2.0,0.74,-3.47,8882.84,11.35
3488,3/31/2013,Route Mobile Ltd.,2.0,11.08,44.32,37.08,21.63,21.63,7.85,7.24,43.69,16.915439764253943,-6.172547024578678,13.08,4.92,6.4,8754.86,31.22
3489,3/31/2014,Route Mobile Ltd.,2.0,15.64,78.1,71.2,27.99,27.99,9.79,6.9,77.56,9.6,-1.92,17.64,4.56,10.55,8642.96,65.59
3490,3/31/2015,Route Mobile Ltd.,2.0,23.02,106.69,96.9,46.5,46.5,20.83,9.79,104.78,8.69,-2.21,25.02,7.38,14.54,7998.34,88.06
3491,3/31/2016,Route Mobile Ltd.,20.0,9.04,191.83,163.96,87.18,87.18,56.66,27.87,188.43,69.74,-36.03,29.04,3.8,-19.35,8012.84,140.59
3492,3/31/2017,Route Mobile Ltd.,50.0,30.27,208.51,156.91,144.47,144.47,40.96,51.6,168.46,-24.85,26.31,80.27,51.6,28.99,7781.15,130.95
3493,3/31/2018,Route Mobile Ltd.,50.0,33.73,198.74,187.8,188.24,188.24,74.2,10.94,195.26,-24.77,9.36,83.72999999999999,3.44,-0.38,7348.99,172.64
3494,3/31/2019,Route Mobile Ltd.,50.0,33.81,378.32,369.35,255.05,255.05,136.8,8.97,374.01,24.72,-9.11,83.81,-0.07,-20.62,7101.23,358.85
3495,3/31/2020,Route Mobile Ltd.,50.0,24.32,425.09,417.54,326.51,326.51,249.22,7.55,406.58,39.37,-11.34,74.32,-8.99,-73.89,7171.52,402.05
3496,3/31/2021,Route Mobile Ltd.,57.71,287.03,388.25,365.92,592.0,592.0,234.3,22.33,376.39,93.49,-201.47,344.73999999999995,22.33,195.12,6937.32,343.33
3497,3/31/2012,Ruchi Soya Inds. Ltd.,66.67,2133.01,26281.04,26768.73,12740.09,12740.09,9420.95,122.31,26045.89,526.65,112.68,2199.6800000000003,109.77,-1846.75,39408.57,25418.86
3498,3/31/2013,Ruchi Soya Inds. Ltd.,66.78,2297.43,26565.51,26090.15,14561.5,14561.5,10822.16,236.26,26169.66,217.7,-2291.17,2364.21,223.61,-2269.37,39356.08,25066.58
3499,3/31/2014,Ruchi Soya Inds. Ltd.,66.81,2269.64,24698.74,24475.86,12437.62,12437.62,8712.2,-6.47,24325.85,830.9,2626.81,2336.45,-12.87,337.04,37493.62,23347.22
3500,3/31/2015,Ruchi Soya Inds. Ltd.,66.81,2138.81,28564.04,28386.88,14011.13,14011.13,10563.51,29.02,27978.55,-507.91,24.27,2205.62,22.44,59.02,37689.09,27633.62
3501,3/31/2016,Ruchi Soya Inds. Ltd.,65.29,2408.11,27808.03,28569.74,17860.93,17860.93,13794.2,-1061.58,27471.53,-481.09,416.1,2473.4,-1068.02,-1828.87,38116.25,26996.05
3502,3/31/2017,Ruchi Soya Inds. Ltd.,65.29,958.41,18669.31,19685.8,16424.26,16424.26,13904.67,-1257.2,18514.38,577.03,105.99,1023.6999999999999,-1257.2,-2301.14,36212.16,17652.1
3503,3/31/2018,Ruchi Soya Inds. Ltd.,65.29,-4613.88,12030.19,17597.85,14795.82,14795.82,19280.58,-5573.28,11991.02,881.49,-70.31,-4548.59,-5573.28,-3347.18,35632.96,11844.63
3504,3/31/2019,Ruchi Soya Inds. Ltd.,65.29,-4543.49,12829.26,12673.73,14992.89,14992.89,19435.19,76.72,12757.16,239.79,-111.79,-4478.2,76.72,-3320.77,34552.41,12494.24
3505,3/31/2020,Ruchi Soya Inds. Ltd.,59.15,3311.75,26448.67,18852.66,9242.27,9242.27,2592.52,7672.02,13129.38,-60.88,-25.77,3370.9,7672.02,2450.67,36279.12,12752.03
3506,3/31/2021,Ruchi Soya Inds. Ltd.,59.15,4003.25,16382.98,16049.84,10713.5,10713.5,3107.56,680.77,16334.6,247.27,-43.98,4062.4,680.77,2923.0,35915.32,15611.17
3507,3/31/2012,S B I Cards & Payment Services Ltd.,785.0,-468.48,800.54,762.6,2505.44,2505.44,1846.88,37.94,270.99,-239.51,0.74,316.52,37.94,252.38,72714.64,417.37
3508,3/31/2013,S B I Cards & Payment Services Ltd.,785.0,-331.99,1060.04,923.72,3647.15,3647.15,2798.75,136.32,405.35,-737.78,1.24,453.01,136.32,325.48,72592.02,448.4
3509,3/31/2014,S B I Cards & Payment Services Ltd.,785.0,-39.02,1512.15,1219.06,4989.37,4989.37,3826.6,293.09,582.9,-397.55,1.04,745.98,293.09,410.09,69800.02,426.1
3510,3/31/2015,S B I Cards & Payment Services Ltd.,785.0,180.62,1905.48,1638.79,6257.52,6257.52,5019.07,266.69,722.4,-559.38,0.63,965.62,219.59,705.45,68998.26,643.2
3511,3/31/2016,S B I Cards & Payment Services Ltd.,785.0,370.04,2494.54,2210.64,7880.64,7880.64,6338.81,283.9,50.33,-717.77,0.64,1155.04,189.42,-5854.22,68196.5,773.23
3512,3/31/2017,S B I Cards & Payment Services Ltd.,785.0,665.9,3372.21,2981.8,10829.99,10829.99,8829.65,390.41,99.08,-1260.518218650658,-9.079169110350177,1450.9,295.93,-8240.53,66710.9,1183.37
3513,3/31/2018,S B I Cards & Payment Services Ltd.,785.0,1476.76,5389.41,4785.86,16264.38,16264.38,2448.81,603.55,242.45,-2891.21,-35.76,2261.76,603.55,-9603.47,64772.53,2110.81
3514,3/31/2019,S B I Cards & Payment Services Ltd.,837.22,2655.44,7293.34,6428.37,21091.4,21091.4,3748.42,864.97,342.53,-2444.24,41.71,3492.66,764.03,-10563.68,63659.5,2615.79
3515,3/31/2020,S B I Cards & Payment Services Ltd.,938.96,4402.26,9762.1,8517.28,26944.45,26944.45,3839.76,1244.82,445.1,-2741.74,-190.68,5341.22,1244.82,-14206.75,67971.47,3396.14
3516,3/31/2021,S B I Cards & Payment Services Ltd.,940.53,5358.58,9724.35,8739.83,28783.54,28783.54,4413.47,984.52,433.36,1685.42,-893.58,6299.11,890.62,-14537.22,67334.77,3160.76
3517,3/31/2012,S I S Ltd.,5.33,60.14,510.86,497.27,240.69,240.69,152.93,13.59,509.93,20.27,-22.95,65.47,10.82,-24.06,6636.62,455.45
3518,3/31/2013,S I S Ltd.,5.33,80.43,652.84,620.41,306.01,306.01,191.02,32.43,635.54,15.35,0.95,85.76,20.34,-3.88,6611.62,575.2
3519,3/31/2014,S I S Ltd.,6.18,121.81,923.52,887.3,364.35,364.35,203.74,36.22,904.11,28.65,-14.96,127.99000000000001,13.61,22.93,6638.09,832.76
3520,3/31/2015,S I S Ltd.,6.18,137.13,1056.29,1026.65,436.17,436.17,263.72,29.64,1034.06,6.71,-4.12,143.31,13.58,19.61,6516.78,952.0
3521,3/31/2016,S I S Ltd.,6.2,122.11,1287.76,1275.38,504.61,504.61,323.7,12.38,1273.68,16.86,-18.57,128.31,-18.59,0.29,6530.75,1214.72
3522,3/31/2017,S I S Ltd.,68.7,130.33,1608.14,1554.16,900.48,900.48,393.3,53.98,1601.82,8.18,-237.93,199.03000000000003,53.98,86.77,6776.31,1503.55
3523,3/31/2018,S I S Ltd.,73.18,533.27,2152.08,2079.07,1102.62,1102.62,357.84,73.01,2135.05,16.8,-0.49,606.45,55.39,232.39,6763.81,1997.61
3524,3/31/2019,S I S Ltd.,73.31,655.09,2559.71,2447.52,1555.36,1555.36,520.68,119.26,2503.51,7.91,-243.04,728.4000000000001,108.05,176.78,6611.62,2395.26
3525,3/31/2020,S I S Ltd.,73.32,684.66,3059.97,2974.31,1829.44,1829.44,722.12,86.33,2995.89,33.37,-61.27,757.98,26.11,97.3,6760.87,2816.44
3526,3/31/2021,S I S Ltd.,74.15,737.56,3039.31,2983.55,2040.22,2040.22,840.28,57.09,3004.08,296.7,-166.06,811.7099999999999,57.09,289.81,6446.2,2829.42
3527,3/31/2012,S J V N Ltd.,4136.63,3685.65,2137.87,1069.19,12120.51,12120.51,1806.35,1068.68,1919.71,1094.37,-684.76,7822.280000000001,616.76,1699.61,11376.76,237.2
3528,3/31/2013,S J V N Ltd.,4136.63,4273.38,2059.72,1007.38,13231.34,13231.34,1939.94,1052.34,1758.22,1405.95,-665.17,8410.01,587.73,2135.58,11140.97,237.44
3529,3/31/2014,S J V N Ltd.,4136.63,4913.72,2112.54,997.91,14355.01,14355.01,2155.84,1114.63,1865.26,1154.26,-752.73,9050.35,640.34,2168.14,10787.29,261.97
3530,3/31/2015,S J V N Ltd.,4136.63,6066.41,3263.67,1586.92,15549.19,15549.19,1947.42,1676.75,2821.79,1482.26,-277.14,10203.04,1152.69,3753.19,10747.99,288.22
3531,3/31/2016,S J V N Ltd.,4136.63,7161.24,3035.65,1628.31,16690.63,16690.63,1974.99,1407.34,2622.78,2208.13,-772.14,11297.869999999999,883.59,4649.32,10787.29,430.75
3532,3/31/2017,S J V N Ltd.,4136.63,7347.2,3141.68,1597.54,17115.51,17115.51,2528.64,1544.14,2442.31,2293.43,-1116.26,11483.83,189.92,4499.96,10512.2,482.38
3533,3/31/2018,S J V N Ltd.,3929.8,6764.91,2659.74,1434.86,16452.34,16452.34,2885.28,1224.88,2251.54,1564.37,94.89,10694.71,29.98,3544.54,10296.06,527.58
3534,3/31/2019,S J V N Ltd.,3929.8,7308.98,3132.49,1768.2,16858.02,16858.02,878.66,1364.29,2845.26,1039.85,-58.16,11238.779999999999,558.89,3190.98,10138.87,639.69
3535,3/31/2020,S J V N Ltd.,3929.8,8104.52,3296.38,1738.95,16845.17,16845.17,903.34,1557.43,2635.06,1998.74,-390.09,12034.32,444.09,2578.94,10335.36,597.04
3536,3/31/2021,S J V N Ltd.,3929.8,8832.04,3603.4,1970.36,18327.68,18327.68,1427.14,1633.04,2793.47,1769.372557559728,-475.5620439693037,12761.84,729.19,856.05,10237.12,674.63
3537,12/31/2011,S K F India Ltd.,52.73,958.51,2640.18,2442.53,1523.73,1523.73,478.97,208.49,2603.7,151.56,-51.57,1011.24,162.53,434.95,17056.84,2296.67
3538,12/31/2012,S K F India Ltd.,52.73,1102.63,2468.94,2256.5,1613.63,1613.63,419.96,190.08,2412.25,199.04,-101.06,1155.3600000000001,144.12,494.45,16953.02,2117.77
3539,12/31/2013,S K F India Ltd.,52.73,1222.77,2497.06,2336.18,1716.68,1716.68,398.38,166.72,2446.1,121.78,-165.01,1275.5,120.14,627.03,16222.57,2199.26
3540,12/31/2014,S K F India Ltd.,52.73,1363.45,2643.22,2473.12,1935.19,1935.19,473.47,202.77,2570.64,217.71,-2.67,1416.18,140.68,804.81,16188.21,2314.28
3541,3/31/2016,S K F India Ltd.,52.73,1611.86,3328.04,3113.42,2168.34,2168.34,465.65,255.89,3236.77,26.18,-173.85,1664.59,240.02,1115.85,16300.19,2902.3
3542,3/31/2017,S K F India Ltd.,52.73,1758.48,2923.2,2746.62,2323.42,2323.42,474.19,243.89,2845.16,114.97,147.11,1811.21,148.69,1272.52,15987.74,2562.72
3543,3/31/2018,S K F India Ltd.,51.34,1785.97,2876.52,2553.58,2470.01,2470.01,596.57,295.89,2809.73,367.21,-264.92,1837.31,234.1,1289.0,15731.9,2326.2
3544,3/31/2019,S K F India Ltd.,49.44,1647.5,3126.91,2834.86,2323.95,2323.95,587.5,335.77,3038.4,180.98,306.41,1696.94,261.5,1138.62,15633.77,2588.07
3545,3/31/2020,S K F India Ltd.,49.44,1855.81,2946.88,2673.39,2492.28,2492.28,535.62,288.99,2847.26,329.79,-154.04,1905.25,217.47,1289.8,16207.0,2491.83
3546,3/31/2021,S K F India Ltd.,49.44,1514.37,2709.5,2401.71,2324.43,2324.43,712.13,297.73,2674.66,323.96,653.56,1563.81,-344.96,922.89,15822.87,2227.08
3547,3/31/2012,S R F Ltd.,57.42,1788.26,3818.76,3437.91,3635.43,3635.43,973.51,387.38,3347.03,665.44,-487.56,1845.68,292.97,174.2,68162.01,2973.99
3548,3/31/2013,S R F Ltd.,57.42,1954.06,3662.68,3427.88,3871.46,3871.46,1006.25,258.51,3342.2,375.12,-340.13,2011.48,191.77,222.72,68319.12,3036.83
3549,3/31/2014,S R F Ltd.,57.42,2105.08,3750.04,3538.34,4477.83,4477.83,1156.65,216.55,3718.54,380.89,-403.4,2162.5,149.54,230.44,67050.44,3213.92
3550,3/31/2015,S R F Ltd.,57.42,2339.48,3997.06,3728.89,4881.58,4881.58,968.35,307.73,3940.2,507.67,-550.36,2396.9,239.69,409.44,67182.34,3321.86
3551,3/31/2016,S R F Ltd.,57.42,2745.19,3982.3,3599.91,5524.03,5524.03,1005.44,371.87,3943.86,819.27,-578.17,2802.61,302.75,592.92,67795.93,3130.82
3552,3/31/2017,S R F Ltd.,57.42,3086.41,4243.93,3834.47,6141.36,6141.36,1574.66,418.82,4197.41,549.5,-592.27,3143.83,335.89,16.0,64848.03,3393.7
3553,3/31/2018,S R F Ltd.,57.42,3391.23,4823.93,4438.75,7538.92,7538.92,2028.85,405.66,4677.19,605.55,-1186.93,3448.65,322.73,-306.49,64563.46,3905.04
3554,3/31/2019,S R F Ltd.,57.48,3860.14,6502.97,6053.27,9025.17,9025.17,2731.92,517.18,6204.85,594.78,-847.22,3917.62,434.03,-268.4,63321.46,5125.13
3555,3/31/2020,S R F Ltd.,57.48,4625.75,6884.55,6006.11,9253.18,9253.18,2768.55,974.18,6428.4,1216.41,-422.07,4683.23,877.17,-355.83,66007.03,5276.71
3556,3/31/2021,S R F Ltd.,59.24,6235.01,7181.14,6284.29,11011.83,11011.83,2571.43,925.06,7117.32,1421.6,-1789.81,6294.25,783.75,686.75,64210.72,5402.54
3557,12/31/2012,Sanofi India Ltd.,23.03,1181.09,1737.02,1569.29,1659.37,1659.37,388.5,176.66,1612.83,289.78,-5.43,1204.12,88.34,428.23,15450.21,1392.9
3558,12/31/2013,Sanofi India Ltd.,23.03,1323.67,2016.53,1760.82,1908.76,1908.76,470.88,265.18,1854.85,272.55,-335.35,1346.7,143.42,268.42,15436.74,1544.4
3559,12/31/2014,Sanofi India Ltd.,23.03,1462.81,2273.05,2160.44,2260.93,2260.93,656.53,263.61,2036.16,264.95,61.34,1485.84,139.94,427.02,15238.9,1915.93
3560,12/31/2015,Sanofi India Ltd.,23.03,1604.13,2546.41,2188.5,2441.44,2441.44,617.83,321.49,2242.88,213.18,35.94,1627.16,141.32,610.63,15246.16,1869.85
3561,12/31/2016,Sanofi India Ltd.,23.0,1860.0,2604.2,2335.2,2586.6,2586.6,503.6,304.2,2419.9,322.1,-155.0,1883.0,124.0,706.0,15322.96,2038.1
3562,12/31/2017,Sanofi India Ltd.,23.0,2003.4,2590.1,2166.4,4362.7,4362.7,963.9,326.0,2491.5,435.1,-78.7,2026.4,137.6,775.8,14929.95,1857.0
3563,12/31/2018,Sanofi India Ltd.,23.0,2196.2,2861.1,2541.0,4810.9,4810.9,1196.3,380.6,2770.9,373.9,-73.1,2219.2,183.4,889.6,15012.97,2204.8
3564,12/31/2019,Sanofi India Ltd.,23.0,2419.3,3164.7,2748.2,5296.6,5296.6,1678.6,414.2,3070.9,412.3,65.7,2442.3,231.0,1322.2,14691.81,2399.7
3565,12/31/2020,Sanofi India Ltd.,23.0,2096.0,2991.7,2456.6,5143.8,5143.8,1699.1,477.6,2902.0,611.1,276.4,2119.0,-326.2,1085.1,15001.34,2127.2
3566,12/31/2021,Sanofi India Ltd.,23.0,2202.6,3520.4,2532.9,5608.9,5608.9,2297.6,944.4,2956.7,558.8,630.8,2225.6,103.8,1353.8,14977.5,2149.4
3567,3/31/2012,Sapphire Foods India Ltd.,0.01,-0.02,501.5156273795732,-0.01,0.01,0.01,0.02,0.01,486.068970313252,-19.931009451957237,-231.04146744164782,-0.01,0.01,-0.02,6225.9,0.0
3568,3/31/2013,Sapphire Foods India Ltd.,0.01,-0.02,528.473615771915,169.05754516681475,0.01,0.01,0.02,-10.702728309340303,512.7707954912996,-20.76910617195984,-202.7207407562367,-0.01,-10.702728309340303,-0.02,6416.21,156.36922129005788
3569,3/31/2014,Sapphire Foods India Ltd.,0.01,-0.02,529.9719040386506,30.145744954936717,0.01,0.01,0.02,-1.8964089919028069,514.3050613602035,-20.734088464692356,-201.56347554821932,-0.01,-1.8964089919028069,-0.02,6199.21,27.894487334386888
3570,3/31/2015,Sapphire Foods India Ltd.,0.01,-0.03,530.4882686473636,104.97287925788054,0.01,0.01,0.01,-6.621302073812932,514.8352926445258,-20.719635456535627,-201.17681941234466,-0.019999999999999997,-6.621302073812932,-0.01,6122.64,97.11534323899583
